custID,satCleanRoom,satCleanBath,satCleanCommon,satRoomPrice,satDiningPrice,satWifiPrice,satParkingPrice,satPerks,satCity,satCloseTransp,satCloseEvents,satPoints,satRecognition,satFrontStaff,satDiningStaff,satHouseStaff,satValetStaff,satOverall,distanceTraveled,nightsStayed,visitPurpose,avgRoomSpendPerNight,avgFoodSpendPerNight,avgWifiSpendPerNight,eliteSegment
ID_210,4,3,4,2,4,2,4,3,4,5,4,3,2,3,2,4,3,4,880,4,SportsEvent,136.5,11.19,5.21,NoStatus
ID_211,5,5,5,4,5,5,4,4,5,4,5,4,5,5,3,5,4,4,377,5,Business,137,34.79,8.57,Gold
ID_212,1,4,4,4,3,4,4,3,2,1,4,4,5,2,3,5,4,2,131,5,Conference,171,7.08,8.18,Silver
ID_213,6,4,3,3,5,3,5,3,5,3,5,5,5,5,5,4,3,6,1486,8,Vacation,140.25,17.23,3.23,NoStatus
ID_214,6,6,6,6,5,6,5,6,5,6,5,4,3,5,4,3,5,5,216,2,Business,149,10,3.98,Gold
ID_215,7,4,4,3,4,5,2,6,2,3,6,5,5,5,3,3,4,4,459,4,Concert,161.5,31.27,3.73,Platinum
ID_216,3,2,2,4,2,2,4,5,4,3,5,5,6,3,2,4,3,4,280,6,OtherOrMixed,154,7.65,9.8,Silver
ID_217,5,4,4,4,3,5,5,6,5,5,5,4,5,5,4,6,5,5,269,2,Business,149,5,14.95,Platinum
ID_218,3,3,4,3,3,3,3,5,3,6,4,4,3,3,4,5,3,2,787,5,Conference,147,60.59,4.57,Silver
ID_219,3,4,3,4,3,3,3,3,5,7,4,3,2,4,4,5,4,4,225,2,SportsEvent,159,29.34,9.98,NoStatus
ID_220,2,3,2,2,3,1,2,2,2,4,4,2,3,2,3,4,5,3,68,6,SportsEvent,182.33,43.38,3.32,NoStatus
ID_221,5,5,6,3,2,3,3,5,3,4,4,5,4,3,3,6,5,4,1310,1,Concert,169,5,9.95,Gold
ID_222,2,2,5,5,3,4,5,5,4,2,5,3,5,3,3,3,4,2,337,7,Concert,157.57,26.84,6.42,NoStatus
ID_223,6,7,5,6,5,6,6,5,3,3,4,5,5,5,6,4,4,3,239,6,Business,142.33,37.61,0,Platinum
ID_224,3,3,3,2,2,3,3,1,3,3,3,2,1,2,3,5,3,4,27,5,SportsEvent,155,12.19,11.76,NoStatus
ID_225,5,4,3,6,3,6,5,1,5,3,7,4,5,4,2,4,4,4,417,5,Conference,165,59.61,7.58,Silver
ID_226,3,4,3,5,5,5,5,5,4,5,3,4,4,3,3,4,4,4,1833,5,Conference,165,23.84,5,Gold
ID_227,4,5,2,4,3,4,4,6,6,5,5,5,5,6,4,6,4,5,336,3,Business,129,12.33,3.32,Platinum
ID_228,4,4,3,3,5,3,5,4,6,4,6,3,5,4,3,5,2,4,1305,1,OtherOrMixed,139,62.19,0,Silver
ID_229,3,4,3,4,3,4,4,6,3,3,4,6,6,4,5,5,5,5,1301,2,Business,134,5,2.48,Gold
ID_230,4,4,3,5,3,3,3,4,2,3,3,5,2,3,4,4,3,3,74,3,Concert,189,24.46,9.3,Gold
ID_231,4,5,5,5,5,5,5,5,6,4,6,5,5,6,4,5,4,6,946,5,Business,155,5,6.76,Platinum
ID_232,4,5,6,5,5,6,4,6,4,4,4,4,5,4,5,6,4,5,104,3,Business,155.67,43.22,9.97,Platinum
ID_233,4,4,5,3,4,3,4,4,3,5,4,3,4,5,5,6,4,5,372,8,Vacation,156.5,24.29,4.22,Silver
ID_234,5,4,4,2,3,3,5,6,4,5,5,4,4,4,4,4,4,4,626,1,SportsEvent,149,5,0,Silver
ID_235,4,4,4,4,3,4,3,3,2,1,3,3,4,2,3,5,5,5,190,7,SportsEvent,176.14,14.39,4.69,NoStatus
ID_236,5,4,3,5,2,5,5,4,4,5,4,5,5,5,3,6,3,5,1673,6,Business,162.33,5,7.98,Platinum
ID_237,4,3,3,4,3,5,7,5,5,5,3,4,5,5,4,4,4,5,655,1,Business,139,80.7,4.95,Silver
ID_238,4,4,3,5,5,4,7,2,5,3,4,3,2,4,3,4,2,5,756,7,Vacation,149,13.56,3.97,NoStatus
ID_239,1,5,4,5,3,6,5,6,6,4,6,6,5,7,5,5,5,3,154,3,Conference,162.33,36.68,7.62,Gold
ID_240,6,7,4,3,3,4,4,3,5,4,5,2,4,5,3,5,4,3,127,7,OtherOrMixed,146.14,36.31,7.24,NoStatus
ID_241,5,5,2,3,3,4,3,5,5,5,5,3,4,5,4,3,3,3,442,1,Business,129,0,9.95,NoStatus
ID_242,4,5,5,3,5,3,4,3,5,5,5,4,4,3,3,3,5,4,602,1,Concert,159,10,0,Silver
ID_243,3,4,4,3,4,3,3,6,5,3,5,4,4,5,4,6,5,3,110,6,Business,152.33,10,4.8,Silver
ID_244,5,4,4,4,4,5,3,4,3,2,4,3,4,4,2,3,4,3,65,4,OtherOrMixed,154,10,4.98,NoStatus
ID_245,6,3,3,4,5,4,4,4,4,4,4,4,3,3,4,3,4,4,1471,4,SportsEvent,174,7.55,8.45,Silver
ID_246,5,6,5,3,5,6,4,6,5,4,6,6,5,7,5,5,7,6,329,5,Business,159,56,9.17,Silver
ID_247,4,3,3,3,3,5,4,5,4,5,4,4,4,4,5,2,5,4,2434,5,Vacation,159,31.36,4.17,NoStatus
ID_248,5,3,4,3,4,3,3,3,3,4,3,3,2,2,3,4,4,3,1857,5,Concert,155,24.5,6.16,Silver
ID_249,4,4,5,4,5,4,4,5,5,4,5,5,5,5,4,4,5,5,1133,4,Business,144,30.76,8.73,Platinum
ID_250,4,4,3,3,3,2,4,2,3,5,4,2,2,3,3,5,3,2,151,3,SportsEvent,152.33,10,8.32,NoStatus
ID_251,5,5,4,3,2,1,3,4,2,3,3,5,5,4,5,5,4,5,234,1,Business,189,5,12.95,Gold
ID_252,4,3,4,3,5,5,5,3,5,4,4,5,4,4,4,3,4,4,1305,2,SportsEvent,129,28.44,0,Gold
ID_253,2,2,3,3,4,5,4,3,3,5,4,3,3,2,3,5,3,2,167,1,SportsEvent,129,33.09,7.95,NoStatus
ID_254,5,6,4,2,4,3,5,3,4,5,5,3,3,4,3,4,3,5,532,9,OtherOrMixed,145.67,8.59,6.19,Silver
ID_255,4,5,4,5,3,4,4,6,4,4,4,5,4,3,4,5,3,5,2506,11,Vacation,142.64,17.98,5.6,Gold
ID_256,3,6,5,2,3,4,3,6,4,5,7,4,5,4,3,4,5,5,1658,5,Business,177,50.55,3.18,Gold
ID_257,4,5,4,4,4,4,5,4,5,3,5,5,5,5,5,6,2,5,274,2,Concert,139,5,13.95,Gold
ID_258,6,4,6,2,4,6,6,3,5,3,5,4,5,2,2,3,2,3,226,13,Vacation,137.46,13.65,6.73,Silver
ID_259,4,3,5,2,3,3,2,3,4,4,4,2,3,3,3,4,4,4,994,4,Vacation,164,5.28,4.98,NoStatus
ID_260,6,5,3,3,4,4,6,4,6,6,5,4,3,6,4,4,4,6,259,8,OtherOrMixed,135.25,26.62,11.21,Gold
ID_261,6,5,5,6,3,4,5,5,4,6,5,5,6,5,3,5,6,4,206,2,Business,134,15.56,8.98,Gold
ID_262,4,4,3,4,4,4,5,6,4,5,5,6,5,6,4,4,2,5,609,6,Business,137.33,16.47,7.98,Platinum
ID_263,3,3,5,4,4,3,4,5,5,5,6,4,5,3,3,3,4,5,796,1,Conference,139,5,5,NoStatus
ID_264,3,4,4,3,6,2,5,4,4,5,4,3,4,3,4,5,3,3,399,4,SportsEvent,131.5,20.12,5.71,Silver
ID_265,3,4,3,4,3,4,4,5,3,5,4,4,4,4,4,5,4,3,549,10,SportsEvent,165,22.37,4.58,Gold
ID_266,4,4,4,4,2,4,3,4,2,3,2,3,5,2,3,4,4,3,249,3,SportsEvent,175.67,10,6.65,NoStatus
ID_267,3,4,5,4,3,3,5,3,5,5,5,2,3,3,3,3,3,3,98,2,SportsEvent,149,10,8.98,NoStatus
ID_268,5,4,3,4,2,3,4,3,3,5,4,3,4,3,3,7,5,3,219,3,SportsEvent,169,19.33,7.65,Gold
ID_269,5,4,4,4,4,5,4,4,4,6,6,4,4,5,5,6,5,5,146,3,Business,152.33,0,6.95,Platinum
ID_270,4,4,4,4,4,5,3,4,5,4,5,5,4,4,3,5,4,4,1009,6,Vacation,140.67,59.63,12.13,NoStatus
ID_271,4,4,5,4,5,5,6,6,4,5,4,5,5,4,3,4,2,4,1845,1,OtherOrMixed,169,5,0,Gold
ID_272,5,4,5,3,3,4,4,7,4,6,4,6,5,5,5,7,5,6,343,1,Business,149,10,7.95,Gold
ID_273,4,4,5,3,6,5,5,5,6,4,6,4,5,5,4,5,4,6,355,6,Business,154,40.82,3.48,Platinum
ID_274,4,4,4,2,3,6,4,3,4,5,5,4,3,3,4,4,3,3,585,3,SportsEvent,152.33,24,4.3,Silver
ID_275,4,5,4,4,3,3,6,5,4,4,5,4,3,4,4,3,3,4,213,2,Conference,139,5,7.45,Gold
ID_276,4,5,4,3,2,4,3,5,5,3,5,4,5,5,3,3,5,4,269,4,Conference,141.5,15.09,2.48,Platinum
ID_277,3,3,4,4,3,5,3,3,3,4,5,3,5,3,3,2,4,1,459,4,Concert,151.5,24.77,9.48,NoStatus
ID_278,6,4,3,7,3,4,4,4,5,5,4,3,3,4,3,5,3,4,417,4,Conference,151.5,45.76,7.49,NoStatus
ID_279,5,4,3,5,6,7,6,6,4,5,4,6,4,5,4,6,3,4,182,4,Business,146.5,5,10.21,Platinum
ID_280,3,2,3,3,3,4,5,2,2,3,3,2,3,2,1,2,3,2,636,2,SportsEvent,159,92.53,3.98,NoStatus
ID_281,2,4,4,4,4,4,3,5,4,4,2,2,3,3,3,4,4,2,323,3,Business,139,22.91,5.3,Silver
ID_282,4,4,2,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,285,3,Business,142.33,75.47,4.97,Gold
ID_283,3,3,3,3,3,4,2,3,5,4,5,4,2,3,3,5,6,4,122,8,SportsEvent,166.5,18.18,5.46,Silver
ID_284,1,4,3,3,4,4,2,3,5,5,5,2,1,3,3,2,3,3,1295,7,SportsEvent,147.57,23.17,5.54,NoStatus
ID_285,3,3,1,4,4,4,6,4,2,4,4,5,4,5,4,3,2,4,968,4,Concert,146.5,49.4,6.99,Gold
ID_286,5,5,4,4,4,2,5,4,5,4,5,4,4,4,4,3,2,5,1268,4,Business,131.5,39.88,8.23,Gold
ID_287,5,5,5,2,3,4,4,7,5,6,5,5,5,6,4,5,5,3,753,3,Business,152.33,63.81,9.3,Gold
ID_288,6,5,5,3,4,4,4,5,5,6,4,3,5,4,3,4,6,5,234,3,Conference,159,28.17,12.95,Silver
ID_289,2,2,5,4,4,4,4,5,3,3,3,4,4,3,2,4,2,4,608,4,Conference,151.5,26.61,6.46,Silver
ID_290,3,3,3,3,4,4,4,3,3,5,4,3,3,4,5,4,5,3,103,4,OtherOrMixed,151.5,5,9.48,NoStatus
ID_291,4,4,2,5,3,4,3,4,4,4,5,5,3,3,3,5,5,3,846,1,SportsEvent,149,5,9.95,NoStatus
ID_292,5,5,4,6,5,4,6,3,5,6,5,3,5,5,4,5,4,5,608,5,OtherOrMixed,157,32.69,3.58,Silver
ID_293,5,6,4,5,5,4,6,2,3,4,4,3,4,3,3,4,3,3,1196,2,SportsEvent,159,29.48,8.98,NoStatus
ID_294,4,5,3,4,2,5,5,5,5,5,4,5,4,6,6,6,4,4,579,7,Conference,150.43,16.2,1.84,Silver
ID_295,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,5,3,5,918,3,OtherOrMixed,162.33,10,10.3,Gold
ID_296,4,5,5,6,3,6,3,4,4,5,5,5,4,5,4,6,5,4,2540,2,Conference,169,64.03,9.98,Silver
ID_297,5,5,6,4,4,2,4,3,4,4,5,3,2,4,4,3,4,4,307,5,SportsEvent,145,11.38,8.58,NoStatus
ID_298,4,5,4,1,4,2,5,4,5,4,6,4,3,4,5,4,3,4,184,3,Conference,142.33,37.75,5.97,Silver
ID_299,4,4,5,3,4,4,3,4,4,2,4,4,2,4,4,6,6,3,286,5,Vacation,155,30.71,7.58,NoStatus
ID_300,4,4,3,5,4,5,5,5,5,5,5,6,6,6,5,4,4,5,575,1,Business,139,10,5,Silver
ID_301,4,4,3,4,3,4,4,3,3,4,3,5,4,2,4,4,3,1,210,4,Conference,139,40.69,8.98,NoStatus
ID_302,4,4,4,4,3,6,6,7,5,3,5,6,5,4,3,4,2,4,2078,2,Business,149,36.8,9.98,Gold
ID_303,5,4,5,4,4,3,3,5,3,6,4,4,4,4,5,3,5,3,280,5,Business,145,39.22,1.98,Gold
ID_304,5,5,4,4,4,4,4,4,3,6,3,6,5,4,3,4,4,6,2910,4,Concert,154,26.13,10.96,Silver
ID_305,4,4,5,6,4,5,5,6,5,4,4,6,5,3,4,5,4,4,1056,7,Conference,147.57,15.79,6.81,Platinum
ID_306,3,4,3,5,4,3,4,4,4,1,4,4,4,2,4,3,3,3,753,7,Conference,167.57,22.37,5.11,NoStatus
ID_307,3,4,1,5,4,4,6,5,5,6,6,4,4,5,5,4,5,5,1470,3,SportsEvent,145.67,10,5.3,Silver
ID_308,3,4,5,4,4,6,6,4,6,7,6,5,4,5,5,3,3,4,268,9,Business,151.22,15.41,3.97,Silver
ID_309,3,3,5,3,2,4,3,4,3,3,4,4,5,4,4,5,5,2,80,2,OtherOrMixed,154,0,9.95,Silver
ID_310,4,3,4,4,6,4,6,4,4,5,4,4,4,3,3,5,4,4,328,12,Business,148.17,23.95,5.55,Platinum
ID_311,3,3,4,3,3,5,4,3,3,4,3,4,4,4,3,4,5,3,615,4,Concert,154,5,1.99,NoStatus
ID_312,5,5,5,4,4,4,3,3,2,4,2,3,3,2,2,4,3,3,241,1,Vacation,169,73.05,12.95,Silver
ID_313,4,6,3,4,4,5,5,5,5,6,5,4,5,4,4,4,4,4,241,6,Conference,137.33,5.06,6.79,NoStatus
ID_314,4,4,1,5,4,5,4,4,6,4,6,4,4,4,4,3,5,4,366,4,Conference,146.5,53.06,9.46,Gold
ID_315,1,3,3,3,3,3,3,3,2,2,4,5,3,3,4,5,4,2,469,4,SportsEvent,176.5,5,5.71,Silver
ID_316,6,6,5,4,6,6,4,6,5,3,4,7,5,6,6,5,4,6,222,9,Business,144.56,18.88,12.18,Silver
ID_317,3,4,3,4,3,4,4,6,5,5,5,4,4,4,3,3,3,4,1240,2,Concert,149,10,14.95,Gold
ID_318,5,4,4,4,4,4,5,6,4,3,3,5,5,5,7,6,5,5,210,7,Vacation,151.86,52.92,11.39,Platinum
ID_319,4,4,4,3,4,3,3,3,4,2,3,3,4,2,3,4,5,2,1253,5,Vacation,161,53.92,0,Silver
ID_320,5,4,4,4,4,6,4,6,5,5,5,6,5,6,5,4,5,5,752,2,Business,159,5,6.45,Gold
ID_321,4,5,5,3,5,3,5,3,3,4,3,4,4,2,4,3,4,2,503,1,Conference,149,62.6,0,NoStatus
ID_322,5,3,3,3,4,6,5,5,4,3,5,5,6,4,3,3,4,5,519,4,Conference,149,11.59,1.24,Gold
ID_323,3,3,3,3,4,3,4,4,3,3,3,4,2,3,3,4,4,3,495,1,Conference,159,10,12.95,Silver
ID_324,4,5,5,4,5,4,5,6,5,3,3,4,4,4,5,5,2,3,518,3,Business,135.67,50.9,8.32,Gold
ID_325,4,4,4,3,4,4,5,6,7,5,6,4,5,5,4,3,4,4,630,1,Business,129,15,0,Silver
ID_326,4,4,3,5,5,6,4,5,4,4,4,3,3,5,6,5,5,4,2163,5,Vacation,159,7.85,3.18,Silver
ID_327,3,4,4,4,6,4,7,4,4,6,4,4,3,3,4,4,3,3,682,5,OtherOrMixed,139,18.85,3.18,NoStatus
ID_328,5,6,5,4,3,5,5,5,6,6,4,4,4,5,4,4,3,5,1501,4,SportsEvent,154,28.47,6.96,Gold
ID_329,5,5,5,3,4,3,4,6,5,3,4,6,4,4,4,4,1,5,644,3,Business,132.33,40.69,5.3,Gold
ID_330,4,4,2,4,4,3,5,3,4,2,4,4,4,4,4,5,1,3,619,8,Concert,145.25,5.29,8.48,NoStatus
ID_331,3,4,4,4,3,2,3,3,2,3,3,3,4,2,3,4,6,2,57,6,Vacation,152.33,12.08,2.15,NoStatus
ID_332,3,4,3,5,5,4,5,4,4,4,4,5,4,4,4,6,3,3,1921,2,OtherOrMixed,159,10,5,Silver
ID_333,5,4,4,6,4,5,5,6,3,2,4,5,5,5,5,6,3,4,574,6,Business,150.67,19.86,10.47,Gold
ID_334,4,4,3,3,4,4,4,5,4,4,4,4,4,3,2,4,3,3,88,11,Business,152.64,34.32,3.52,Gold
ID_335,2,4,3,4,2,4,3,2,4,2,4,2,2,2,2,5,4,4,477,1,SportsEvent,199,5,0,Silver
ID_336,3,5,4,5,3,5,3,6,4,3,4,5,5,3,4,3,4,4,1088,5,Vacation,157,26.25,12.56,Gold
ID_337,5,4,4,2,2,2,4,3,2,5,4,3,3,3,4,4,3,4,34,5,SportsEvent,163,8.59,9.17,NoStatus
ID_338,4,3,4,5,3,4,4,4,1,3,4,4,3,4,5,5,4,3,273,4,Vacation,156.5,12.17,11.46,NoStatus
ID_339,4,3,4,4,5,4,3,4,3,5,4,5,4,3,3,3,4,2,3338,6,Conference,147.33,85.09,4.14,Silver
ID_340,2,3,5,4,2,4,3,5,3,3,3,4,2,4,4,4,6,3,440,4,Conference,154,10.49,3.98,Silver
ID_341,4,3,3,2,3,2,3,2,3,5,5,3,3,3,4,5,6,4,101,4,Vacation,146.5,21.76,9.48,NoStatus
ID_342,7,7,6,5,5,5,7,6,7,6,7,5,6,7,4,5,2,6,269,4,Business,149,68,8.73,Gold
ID_343,3,3,1,4,5,4,3,3,4,4,5,3,3,3,2,5,2,5,95,4,OtherOrMixed,139,46.32,13.2,NoStatus
ID_344,3,5,3,5,1,3,1,2,4,3,5,3,2,3,3,4,5,3,508,2,SportsEvent,149,21.27,0,NoStatus
ID_345,3,5,5,4,3,4,5,4,3,2,4,3,2,4,3,4,4,4,237,2,Conference,159,5,9.98,NoStatus
ID_346,4,5,5,5,3,4,4,6,4,6,5,4,2,5,3,5,3,4,525,3,OtherOrMixed,172.33,5,10.97,NoStatus
ID_347,5,7,4,3,5,4,6,5,6,4,5,5,4,4,2,4,3,5,853,2,Business,154,10,4.98,Gold
ID_348,7,5,5,5,7,5,7,6,4,5,4,6,7,6,5,5,4,6,624,2,Business,154,42.61,12.95,Platinum
ID_349,5,4,6,3,4,6,5,4,4,4,4,6,5,4,3,4,5,4,616,2,Concert,159,5,13.95,Silver
ID_350,4,4,3,3,3,3,5,3,4,3,4,3,3,3,2,3,3,3,913,5,SportsEvent,153,24.02,5.57,NoStatus
ID_351,4,4,4,4,3,4,5,4,4,3,5,4,5,5,4,4,4,2,161,2,Concert,159,10,0,Silver
ID_352,5,4,5,5,4,5,4,5,5,4,6,4,5,6,4,4,5,5,6422,5,SportsEvent,155,25.91,5.57,Silver
ID_353,5,6,4,3,5,4,6,6,3,4,2,5,5,4,5,6,2,5,163,6,Conference,137.33,34.81,6.13,NoStatus
ID_354,5,3,3,5,2,5,3,3,2,4,2,4,4,4,4,1,5,3,199,4,SportsEvent,169,30.02,6.96,NoStatus
ID_355,5,5,5,4,4,3,5,3,4,3,3,4,4,3,4,5,3,4,990,1,OtherOrMixed,139,5,7.95,NoStatus
ID_356,5,4,6,3,4,4,5,4,5,4,6,4,5,5,4,6,4,5,359,3,OtherOrMixed,152.33,10,10.3,Gold
ID_357,3,4,4,5,4,4,5,3,3,3,4,3,4,3,3,3,3,4,990,4,SportsEvent,154,22.6,6.99,Silver
ID_358,3,3,3,3,4,3,5,5,4,5,4,5,4,3,4,6,1,2,433,3,SportsEvent,152.33,15,5.3,NoStatus
ID_359,6,6,5,4,3,6,6,6,5,3,4,6,4,4,4,4,4,4,297,1,Business,119,102.93,7.95,Platinum
ID_360,6,6,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,169,3,Conference,159,33.67,5.3,Gold
ID_361,5,5,5,5,6,6,6,6,5,5,5,6,4,6,5,5,4,6,304,2,Business,159,15,7.45,Silver
ID_362,4,5,3,5,3,5,4,5,5,5,5,5,4,5,3,5,4,5,2017,4,Business,159,30.05,1.99,NoStatus
ID_363,4,3,5,5,3,4,5,4,3,5,4,5,4,3,3,3,4,4,271,6,Concert,152.33,9.42,9.31,Silver
ID_364,4,3,5,3,5,5,4,2,4,5,4,3,2,4,4,4,4,6,1603,3,SportsEvent,142.33,15,4.3,Silver
ID_365,2,4,4,3,4,4,3,3,3,2,5,3,4,3,3,3,2,3,307,5,Vacation,155,40.97,3.98,Silver
ID_366,3,3,4,3,3,5,5,5,3,5,4,4,4,4,4,5,6,5,1128,10,Business,153,42.48,11.37,NoStatus
ID_367,4,4,4,5,6,4,6,4,5,6,4,2,3,4,3,3,1,4,259,5,Vacation,143,21.41,4.57,NoStatus
ID_368,3,3,3,6,3,6,6,5,4,5,4,5,6,4,4,5,3,6,137,2,Business,139,5,4.98,Platinum
ID_369,3,3,4,3,3,3,5,4,2,3,3,5,3,2,4,5,2,4,1007,2,SportsEvent,149,17.62,2.48,Platinum
ID_370,3,4,4,3,3,3,2,4,4,2,3,3,3,2,4,5,5,3,1187,4,SportsEvent,164,62.93,13.95,NoStatus
ID_371,4,3,4,3,2,4,4,5,5,6,5,3,3,5,4,5,4,4,1123,9,Concert,153.44,25.09,9.31,Gold
ID_372,2,3,3,3,3,2,4,4,4,4,3,3,4,2,3,4,3,2,215,1,SportsEvent,139,5,0,Silver
ID_373,4,3,4,5,3,4,3,5,3,2,4,3,4,4,4,4,3,4,279,2,Business,159,5,0,NoStatus
ID_374,4,5,5,3,3,5,3,5,4,4,5,6,5,5,4,3,3,5,268,4,Business,149,27.75,8.95,Silver
ID_375,5,4,5,5,5,5,5,4,5,5,4,5,6,4,3,3,2,6,234,2,OtherOrMixed,159,15,0,Platinum
ID_376,5,5,4,4,3,2,1,3,3,5,2,3,3,2,3,3,5,4,799,1,SportsEvent,159,62.51,5,NoStatus
ID_377,4,5,5,4,6,5,6,5,6,5,5,4,5,6,4,5,4,5,457,2,Conference,139,112.44,4.98,Silver
ID_378,5,5,7,3,4,3,5,3,3,3,2,4,3,4,4,5,5,3,242,6,Vacation,154,29.98,5.97,NoStatus
ID_379,4,6,6,3,4,6,6,5,5,6,5,4,5,5,5,4,2,6,555,4,Business,156.5,37.64,3.98,Gold
ID_380,5,4,3,4,4,2,5,4,3,5,4,3,4,4,4,4,2,5,511,1,Vacation,139,10,5,Silver
ID_381,4,6,4,2,3,3,4,4,2,6,3,3,3,2,3,5,5,4,166,2,OtherOrMixed,144,5,8.95,NoStatus
ID_382,2,4,2,4,3,4,3,4,2,4,4,3,4,2,2,5,4,4,256,1,Vacation,169,10,5,NoStatus
ID_383,4,3,1,5,4,3,3,5,3,3,4,3,4,4,4,5,4,4,3704,5,SportsEvent,151,66.45,8.18,NoStatus
ID_384,4,4,3,5,4,4,5,4,3,3,4,3,5,3,4,5,3,4,296,6,Vacation,164,40.56,5.13,NoStatus
ID_385,6,4,4,3,3,4,4,4,5,4,2,3,4,4,3,2,2,6,426,2,Conference,159,20.84,8.98,Silver
ID_386,4,4,4,2,3,4,5,3,2,3,4,3,3,3,3,4,4,5,116,4,OtherOrMixed,159,52.7,4.46,Gold
ID_387,5,5,6,5,4,3,4,4,4,4,4,4,4,2,1,2,1,4,741,2,OtherOrMixed,144,39.29,11.45,NoStatus
ID_388,4,5,4,5,3,2,2,4,4,3,5,4,5,4,5,5,6,3,71,1,Business,139,77.82,5,NoStatus
ID_389,3,2,4,1,3,4,3,4,4,3,4,4,4,3,3,5,4,4,530,4,Concert,149,42.45,5.96,NoStatus
ID_390,3,3,5,4,4,5,5,6,4,3,3,5,5,3,3,4,3,3,823,18,Business,161.78,14.5,4.81,Silver
ID_391,4,5,3,4,4,4,3,4,2,3,4,4,4,5,5,7,5,4,251,2,Business,164,10,8.95,Silver
ID_392,4,4,3,6,3,5,4,4,3,5,3,4,5,3,3,3,3,3,420,2,Conference,164,5,5,Gold
ID_393,6,4,5,5,5,7,4,6,5,4,4,6,6,5,4,4,3,6,1282,6,Business,155.67,10,8.98,Platinum
ID_394,4,4,4,5,4,2,4,4,4,5,3,4,5,3,4,4,5,5,180,8,Conference,144,26.62,8.6,Silver
ID_395,4,5,3,3,3,5,4,3,5,6,5,2,2,4,3,5,3,4,839,5,Concert,155,66.24,6.16,NoStatus
ID_396,3,5,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,5,893,4,SportsEvent,166.5,24.06,3.23,Silver
ID_397,4,3,5,4,4,3,6,4,4,3,4,5,3,4,4,4,2,3,76,1,Business,159,75.53,7.95,Gold
ID_398,3,5,3,3,4,6,3,3,2,3,3,3,4,3,3,4,5,3,245,3,Conference,169,15,2.65,NoStatus
ID_399,4,4,4,4,3,4,3,3,2,4,4,2,2,3,3,4,4,5,1768,1,SportsEvent,149,75.09,5,NoStatus
ID_400,4,5,5,5,3,4,5,5,6,4,3,5,5,4,3,5,3,5,355,6,Business,169,33.59,10.63,Silver
ID_401,2,3,3,4,3,3,2,6,3,3,3,4,4,5,5,5,5,5,360,3,Concert,152.33,38.59,12.62,Silver
ID_402,3,3,3,1,6,3,4,4,4,4,4,4,4,3,3,4,4,6,357,4,Conference,134,10,5.21,Gold
ID_403,4,4,3,2,3,3,3,4,3,4,3,4,3,4,4,5,5,4,122,8,SportsEvent,150.25,29.62,7.61,Silver
ID_404,5,5,4,4,4,5,4,5,4,4,4,4,4,4,5,7,4,3,149,2,Concert,144,36.27,0,NoStatus
ID_405,4,4,4,3,3,3,4,4,4,2,3,4,4,3,4,4,4,3,135,2,SportsEvent,139,5,0,NoStatus
ID_406,6,4,5,3,4,3,3,4,2,6,3,3,3,3,5,5,5,3,4707,4,OtherOrMixed,141.5,17.09,1.99,NoStatus
ID_407,4,4,3,3,2,3,4,3,3,2,4,2,3,2,3,4,4,4,272,8,SportsEvent,157.75,0,9.84,NoStatus
ID_408,5,4,5,5,4,5,4,4,5,3,4,5,3,6,6,6,5,3,344,2,Concert,139,36.3,6.45,NoStatus
ID_409,5,5,3,4,3,6,3,5,5,4,6,6,6,5,4,6,4,5,362,4,Concert,171.5,5,5.21,Gold
ID_410,4,5,4,4,3,3,4,5,3,2,4,3,4,4,3,5,4,3,490,4,Business,146.5,48.41,9.48,Silver
ID_411,3,3,2,4,2,3,3,5,4,4,5,6,5,4,3,6,5,5,1126,2,OtherOrMixed,159,5,13.95,Silver
ID_412,5,5,2,4,4,4,4,3,2,6,5,5,4,5,4,7,5,5,1129,4,Concert,166.5,68.21,9.48,Silver
ID_413,5,5,6,4,4,4,4,3,4,1,4,3,2,3,3,5,4,6,1517,6,SportsEvent,155.67,34.12,4.31,NoStatus
ID_414,3,3,4,3,4,3,2,5,3,1,3,3,2,2,2,3,6,4,260,2,SportsEvent,149,31.63,14.95,NoStatus
ID_415,3,4,4,5,4,3,2,2,3,4,5,4,2,3,4,5,4,4,170,3,Vacation,162.33,10,8.32,Silver
ID_416,6,4,2,3,5,3,5,4,4,4,6,2,3,4,4,6,4,5,908,2,OtherOrMixed,129,57.79,0,Gold
ID_417,3,3,4,4,2,4,2,2,1,4,3,3,3,1,2,2,4,2,507,4,SportsEvent,156.5,10,12.95,NoStatus
ID_418,3,4,4,3,4,4,4,3,4,6,4,3,2,4,5,7,3,3,1264,6,Business,160.67,14.71,6.29,Silver
ID_419,5,4,3,4,4,4,5,5,3,3,3,3,4,3,4,5,4,4,540,1,SportsEvent,139,80.56,7.95,NoStatus
ID_420,3,4,6,4,5,5,5,3,5,4,5,3,4,4,3,5,4,4,298,5,SportsEvent,151,23.33,5.17,NoStatus
ID_421,3,4,4,5,5,4,3,5,4,3,4,4,3,3,3,3,3,3,1987,1,Vacation,169,10,12.95,NoStatus
